DP_SECONDARY_ID,Service Area Name,MUA/P Source Identification Number,Designation Type,Index of Medical Underservice Score,Primary State Abbreviation,Status,MUA/P Designation Date,MUA/P Update Date,Withdrawn Date,Population Type,Providers per 1000 Population,Ratio of Providers per 1000 Population Index of Medical Underservice Score,Percent of Population with Incomes at or Below 100 Percent of the U.S. Federal Poverty Level,Percent of Population with Incomes at or Below 100 Percent of the U.S. Federal Poverty Level Index of Medical Underservice Score,Infant Mortality Rate,Infant Mortality Rate Index of Medical Underservice Score,Percentage of Population Age 65 and Over,Percentage of Population Age 65 and Over Index of Medical Underservice Score,Primary HHS Region Name,Rural Status,
"00327","Alameda Service Area","00327","Medically Underserved Area","58.30","CA","Designated","3/24/1982 12:00:00 AM","5/2/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IX","Non-Rural"
"00328","Alameda Service Area","00328","Medically Underserved Area","52.30","CA","Designated","3/24/1982 12:00:00 AM","5/2/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IX","Non-Rural"
"00328","Alameda Service Area","00328","Medically Underserved Area","52.30","CA","Designated","3/24/1982 12:00:00 AM","5/2/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IX","Unknown"
"00329","Alameda Service Area","00329","Medically Underserved Area","60.70","CA","Designated","3/24/1982 12:00:00 AM","5/2/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IX","Non-Rural"
"03645","Albermarle Service Area","03645","Medically Underserved Area","58.90","VA","Designated","5/18/1984 12:00:00 AM","5/12/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region III","Non-Rural"
"01741","ALCORN SERVICE AREA","01741","Medically Underserved Area","44.30","MS","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Rural"
"02450","ALEXANDER SERVICE AREA","02450","Medically Underserved Area","52.00","NC","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Non-Rural"
"02984","Allegheny Service Area","02984","Medically Underserved Area","52.84","PA","Designated","5/12/1994 12:00:00 AM","5/12/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region III","Non-Rural"
"02987","Allegheny Service Area","02987","Medically Underserved Area","52.95","PA","Designated","5/12/1994 12:00:00 AM","5/12/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region III","Non-Rural"
"01324","Allen Parish","01324","Medically Underserved Area","60.80","LA","Designated","11/1/1978 12:00:00 AM","12/1/2005 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Rural"
"01742","AMITE SERVICE AREA","01742","Medically Underserved Area","29.60","MS","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Rural"
"00105","Anchorage","00105","Medically Underserved Area","61.70","AK","Designated","6/3/1982 12:00:00 AM","4/29/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region X","Non-Rural"
"03273","ANDERSON SERVICE AREA","03273","Medically Underserved Area","42.40","TX","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Rural"
"01459","Androscoggin Service Area","01459","Medically Underserved Area","55.85","ME","Designated","5/11/1994 12:00:00 AM","5/11/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region I","Non-Rural"
"02000","ANTELOPE SERVICE AREA","02000","Medically Underserved Area","55.80","NE","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VII","Rural"
"03760","Anthony Creek District - County","03760","Medically Underserved Area","0.00","WV","Designated","7/12/1994 12:00:00 AM","7/12/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region III","Rural"
"00113","Apache County","00113","Medically Underserved Area","35.90","AZ","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IX","Rural"
"00598","Appling County","00598","Medically Underserved Area","45.40","GA","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Rural"
"02212","Area 12 Service Area","02212","Medically Underserved Area","61.10","NY","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region II","Non-Rural"
"01549","ARENAC SERVICE AREA","01549","Medically Underserved Area","56.20","MI","Designated","3/13/1978 12:00:00 AM","3/13/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region V","Rural"
"00142","Arkansas County","00142","Medically Underserved Area","58.10","AR","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Rural"
"01439","Aroostook  Governor Service Area","01439","Medically Underserved Area – Governor’s Exception","0.00","ME","Designated","4/6/1990 12:00:00 AM","5/3/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region I","Rural"
"00395","Arroyo Grande Service Area","00395","Medically Underserved Area","50.10","CA","Designated","5/11/1994 12:00:00 AM","5/11/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IX","Non-Rural"
"01325","ASCENSION SERVICE AREA","01325","Medically Underserved Area","56.70","LA","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Partially Rural"
"00143","Ashley County","00143","Medically Underserved Area","53.20","AR","Designated","11/1/1978 12:00:00 AM","10/19/1999 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Rural"
"03664","ASOTIN SERVICE AREA","03664","Medically Underserved Area","53.10","WA","Designated","4/12/1994 12:00:00 AM","4/12/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region X","Non-Rural"
"03275","ATASCOSA SERVICE AREA","03275","Medically Underserved Area","43.10","TX","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Non-Rural"
"02134","Atlantic Service Area","02134","Medically Underserved Area","59.89","NJ","Designated","12/29/1980 12:00:00 AM","5/12/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region II","Non-Rural"
"02720","ATOKA SERVICE AREA","02720","Medically Underserved Area","50.50","OK","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Rural"
"01743","ATTALA SERVICE AREA","01743","Medically Underserved Area","40.50","MS","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Rural"
"02055","Auburn City Service Area","02055","Medically Underserved Area","60.15","NE","Designated","5/12/1994 12:00:00 AM","5/12/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VII","Rural"
"07336","Austin Community Service Area","07336","Medically Underserved Area","51.00","IL","Designated","5/22/2003 12:00:00 AM","5/22/2003 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region V","Non-Rural"
"03276","AUSTIN SERVICE AREA","03276","Medically Underserved Area","58.10","TX","Designated","5/11/1998 12:00:00 AM","5/11/1998 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Partially Rural"
"00001","Autauga County","00001","Medically Underserved Area","52.90","AL","Designated","1/1/1994 12:00:00 AM","1/1/1994 12:00:00 AM","","Medically Underserved Area","0.3200","","51.30","","5.900","","10.60","","Region IV","Non-Rural"
"00001","AUTAUGA SERVICE AREA","00001","Medically Underserved Area","44.10","AL","Withdrawn","11/1/1978 12:00:00 AM","1/26/2001 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Non-Rural"
"00239","Avenal Service Area","00239","Medically Underserved Area","59.20","CA","Designated","8/1/1994 12:00:00 AM","8/1/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IX","Rural"
"07785","Avery County","07785","Medically Underserved Area","61.60","NC","Designated","1/4/2011 12:00:00 AM","1/4/2011 12:00:00 AM","","Medically Underserved Area","0.3500","","22.10","","7.000","","17.40","","Region IV","Rural"
"01327","AVOYELLES SERVICE AREA","01327","Medically Underserved Area","40.20","LA","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Rural"
"07669","Bacon","07669","Medically Underserved Area","58.60","GA","Designated","6/30/2008 12:00:00 AM","6/30/2008 12:00:00 AM","","Medically Underserved Area","0.1500","","23.40","","7.000","","13.10","","Region IV","Rural"
"03255","Baileyton Division Service Area","03255","Medically Underserved Area","56.53","TN","Designated","5/12/1994 12:00:00 AM","5/12/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Rural"
"00315","Bakersfield East/Lakeview/La Loma Service Area","00315","Medically Underserved Area","56.80","CA","Designated","5/12/1994 12:00:00 AM","7/12/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IX","Non-Rural"
"07921","Balch Springs","07921","Medically Underserved Area","61.20","TX","Designated","7/11/2013 12:00:00 AM","7/11/2013 12:00:00 AM","","Medically Underserved Area","0.2300","","25.60","","6.600","","6.10","","Region VI","Non-Rural"
"00002","Baldwin County","00002","Medically Underserved Area","58.40","AL","Designated","1/1/1994 12:00:00 AM","1/1/1994 12:00:00 AM","","Medically Underserved Area","0.4700","","50.20","","7.600","","9.80","","Region IV","Partially Rural"
"00002","BALDWIN SERVICE AREA","00002","Medically Underserved Area","49.90","AL","Withdrawn","11/1/1978 12:00:00 AM","1/26/2001 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Partially Rural"
"01483","Baltimore City Service Area","01483","Medically Underserved Area","60.10","MD","Designated","4/12/1982 12:00:00 AM","5/4/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region III","Non-Rural"
"01484","Baltimore City Service Area","01484","Medically Underserved Area","56.90","MD","Designated","4/12/1982 12:00:00 AM","5/4/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region III","Non-Rural"
"01485","Baltimore City Service Area","01485","Medically Underserved Area","60.30","MD","Designated","4/12/1982 12:00:00 AM","5/4/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region III","Non-Rural"
"01486","Baltimore City Service Area","01486","Medically Underserved Area","48.90","MD","Designated","4/12/1982 12:00:00 AM","5/4/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region III","Non-Rural"
"01487","Baltimore City Service Area","01487","Medically Underserved Area","38.60","MD","Designated","4/12/1982 12:00:00 AM","5/4/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region III","Non-Rural"
"00601","Banks County","00601","Medically Underserved Area","60.60","GA","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Rural"
"07804","Barbour","07804","Medically Underserved Area","59.10","WV","Designated","3/16/2011 12:00:00 AM","3/16/2011 12:00:00 AM","","Medically Underserved Area","0.2400","","19.50","","11.000","","16.40","","Region III","Rural"
"03055","BARNWELL SERVICE AREA","03055","Medically Underserved Area","56.00","SC","Designated","9/28/1984 12:00:00 AM","9/28/1984 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Rural"
"01841","BARRY SERVICE AREA","01841","Medically Underserved Area","50.60","MO","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VII","Rural"
"00602","Bartow County","00602","Medically Underserved Area","53.80","GA","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Partially Rural"
"03278","BASTROP SERVICE AREA","03278","Medically Underserved Area","42.60","TX","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Non-Rural"
"1219678135","Bath","1219678135","Medically Underserved Area","52.60","KY","Designated","3/7/2011 12:00:00 AM","8/31/2015 12:00:00 AM","","Medically Underserved Area","0.2200","4.1","30.00","6.6","11.100","23.2","14.70","18.7","Region IV","Rural"
"02290","Bathgate Service Area","02290","Medically Underserved Area","55.15","NY","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region II","Non-Rural"
"00144","Baxter County","00144","Medically Underserved Area","46.30","AR","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Rural"
"03855","Bayamon","03855","Medically Underserved Area","0.00","PR","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region II","Non-Rural"
"03173","BEDFORD SERVICE AREA","03173","Medically Underserved Area","59.80","TN","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Rural"
"02365","Bedford-Stuyvesant Service Area","02365","Medically Underserved Area","44.50","NY","Designated","7/8/1993 12:00:00 AM","1/31/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region II","Non-Rural"
"03280","BEE SERVICE AREA","03280","Medically Underserved Area","60.00","TX","Designated","7/25/1984 12:00:00 AM","7/25/1984 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Rural"
"03254","Beech Grove Division Service Area","03254","Medically Underserved Area","42.30","TN","Designated","5/12/1994 12:00:00 AM","5/12/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Rural"
"1317668796","Bellevue Area Governor low income MUP","1317668796","Medically Underserved Population","64.30","NE","Designated","4/8/2015 12:00:00 AM","4/8/2015 12:00:00 AM","","MUP Low Income","0.0400","0.0","13.40","18.7","5.073","26.0","10.80","19.6","Region VII","Non-Rural"
"07026","BENNETT SERVICE AREA","07026","Medically Underserved Area","40.70","SD","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VIII","Rural"
"1478920774","BENTON SERVICE AREA","1478920774","Medically Underserved Area","50.80","TN","Designated","11/1/1978 12:00:00 AM","4/21/2016 12:00:00 AM","","Medically Underserved Area","0.2000","2.8","22.00","12.2","0.000","26.0","20.80","9.8","Region IV","Rural"
"01506","BERKSHIRE SERVICE AREA","01506","Medically Underserved Area","46.30","MA","Designated","8/31/1994 12:00:00 AM","8/31/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region I","Partially Rural"
"02174","Bernalillo Service Area","02174","Medically Underserved Area","58.50","NM","Designated","5/5/1994 12:00:00 AM","5/5/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Non-Rural"
"00604","Berrien County","00604","Medically Underserved Area","59.40","GA","Designated","11/1/1978 12:00:00 AM","6/14/2012 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Rural"
"03467","Bexar Service Area","03467","Medically Underserved Area","59.60","TX","Designated","7/12/1994 12:00:00 AM","7/12/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Non-Rural"
"01329","BIENVILLE SERVICE AREA","01329","Medically Underserved Area","40.20","LA","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Rural"
"00230","Big Creek Service Area","00230","Medically Underserved Area","58.40","AR","Designated","5/11/1994 12:00:00 AM","4/29/2014 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Rural"
"03158","Big Stone City Service Area","03158","Medically Underserved Area","61.35","SD","Designated","5/12/1994 12:00:00 AM","5/12/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VIII","Rural"
"01047","Black Hawk Service Area","01047","Medically Underserved Area","52.20","IA","Designated","5/11/1994 12:00:00 AM","5/11/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VII","Non-Rural"
"07024","Black Lick Township  Service Area","07024","Medically Underserved Area","61.70","PA","Designated","5/4/1994 12:00:00 AM","5/4/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region III","Rural"
"02456","BLADEN SERVICE AREA","02456","Medically Underserved Area","37.70","NC","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Rural"
"03175","Bledsoe County","03175","Medically Underserved Area","58.40","TN","Designated","11/1/1978 12:00:00 AM","5/21/2014 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Rural"
"00005","Blounty County","00005","Medically Underserved Area","56.10","AL","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Partially Rural"
"03747","Blue Sulphur District","03747","Medically Underserved Area","59.80","WV","Designated","2/9/1984 12:00:00 AM","5/4/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region III","Rural"
"07027","BON HOMME SERVICE AREA","07027","Medically Underserved Area","61.70","SD","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VIII","Rural"
"03283","BOSQUE SERVICE AREA","03283","Medically Underserved Area","30.20","TX","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Rural"
"01382","Bossier Service Area","01382","Medically Underserved Area","54.42","LA","Designated","5/11/1994 12:00:00 AM","5/11/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Non-Rural"
"00455","Boulder Service Area","00455","Medically Underserved Area","60.80","CO","Designated","3/16/1981 12:00:00 AM","5/4/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VIII","Non-Rural"
"03476","Bowie Service Area","03476","Medically Underserved Area","56.15","TX","Designated","5/11/1994 12:00:00 AM","5/11/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Non-Rural"
"02562","BOWMAN SERVICE AREA","02562","Medically Underserved Area","58.60","ND","Designated","4/12/1994 12:00:00 AM","4/12/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VIII","Rural"
"01315","Boyd Service Area","01315","Medically Underserved Area","45.70","KY","Designated","5/19/1994 12:00:00 AM","5/19/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Non-Rural"
"03285","BREWSTER SERVICE AREA","03285","Medically Underserved Area","53.20","TX","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Rural"
"07323","Brighton Park / Gage Park Service Area","07323","Medically Underserved Area","61.60","IL","Designated","4/7/2003 12:00:00 AM","1/12/2011 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region V","Non-Rural"
"07013","Bristol  Service Area","07013","Medically Underserved Area","55.20","MA","Designated","5/18/1984 12:00:00 AM","5/5/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region I","Non-Rural"
"02939","Broad Top City Service Area","02939","Medically Underserved Area","54.30","PA","Designated","1/17/1981 12:00:00 AM","5/4/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region III","Rural"
"05210","Brooks Manor Service Area","05210","Medically Underserved Area","46.30","TX","Designated","5/27/1999 12:00:00 AM","5/27/1999 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Non-Rural"
"03287","BROOKS SERVICE AREA","03287","Medically Underserved Area","48.70","TX","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Rural"
"02006","BROWN SERVICE AREA","02006","Medically Underserved Area","50.90","NE","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VII","Rural"
"02610","BROWN SERVICE AREA","02610","Medically Underserved Area","60.90","OH","Designated","3/10/1982 12:00:00 AM","3/10/1982 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region V","Partially Rural"
"03288","BROWN SERVICE AREA","03288","Medically Underserved Area","51.10","TX","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Rural"
"05009","Brownsville ( M S S A 247)","05009","Medically Underserved Area","56.00","CA","Designated","12/11/1998 12:00:00 AM","3/9/2005 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IX","Non-Rural"
"02457","BRUNSWICK SERVICE AREA","02457","Medically Underserved Area","52.90","NC","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Partially Rural"
"00608","Bryan Conty","00608","Medically Underserved Area","48.30","GA","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Partially Rural"
"03576","BUCHANAN SERVICE AREA","03576","Medically Underserved Area","60.90","VA","Designated","11/1/1978 12:00:00 AM","1/20/2011 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region III","Rural"
"07890","Buffalo Service Area","07890","Medically Underserved Area","52.30","NY","Proposed For Withdrawal","10/11/2012 12:00:00 AM","3/14/2017 12:41:55 PM","","Medically Underserved Area","0.2100","","33.30","","11.400","","11.40","","Region II","Non-Rural"
"1139242156","Burke County MUA","1139242156","Medically Underserved Area","56.00","GA","Designated","6/13/2007 12:00:00 AM","11/16/2016 12:00:00 AM","","Medically Underserved Area","0.3240","7.3","33.70","5.6","10.500","24.0","12.70","19.1","Region IV","Partially Rural"
"03290","BURNET SERVICE AREA","03290","Medically Underserved Area","60.90","TX","Designated","8/13/1992 12:00:00 AM","8/13/1992 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Rural"
"02258","Burnside Service Area","02258","Medically Underserved Area","58.93","NY","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region II","Non-Rural"
"1216781739","Butler County","1216781739","Medically Underserved Area","54.20","KY","Designated","11/1/1978 12:00:00 AM","3/14/2017 12:00:00 AM","","Medically Underserved Area","0.1600","2.8","27.30","9.3","0.000","26.0","16.20","16.1","Region IV","Partially Rural"
"07029","BUTTE SERVICE AREA","07029","Medically Underserved Area","58.60","SD","Designated","3/6/1995 12:00:00 AM","2/20/1999 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VIII","Rural"
"03753","Cabell Service Area","03753","Medically Underserved Area","53.08","WV","Designated","5/12/1994 12:00:00 AM","5/12/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region III","Non-Rural"
"01385","Caddo Service Area","01385","Medically Underserved Area","53.00","LA","Designated","5/11/1994 12:00:00 AM","5/11/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Non-Rural"
"02724","CADDO SERVICE AREA","02724","Medically Underserved Area","59.50","OK","Designated","11/1/1978 12:00:00 AM","11/10/2009 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Rural"
"01386","Calcasieu Service Area","01386","Medically Underserved Area","54.20","LA","Designated","5/11/1994 12:00:00 AM","5/11/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Non-Rural"
"1217173910","Caldwell County","1217173910","Medically Underserved Area","61.00","KY","Designated","11/1/1978 12:00:00 AM","2/3/2016 12:00:00 AM","","Medically Underserved Area","0.3900","9.0","21.00","13.6","8.460","25.6","18.10","12.8","Region IV","Rural"
"03291","CALDWELL SERVICE AREA","03291","Medically Underserved Area","30.60","TX","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region VI","Non-Rural"
"00008","Calhoun County","00008","Medically Underserved Area","61.90","AL","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Non-Rural"
"01746","CALHOUN SERVICE AREA","01746","Medically Underserved Area","37.80","MS","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Rural"
"06191","CALVERT SERVICE AREA","06191","Medically Underserved Area","60.90","MD","Designated","2/20/2001 12:00:00 AM","2/20/2001 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region III","Non-Rural"
"02928","Cambria Service Area","02928","Medically Underserved Area","57.30","PA","Designated","1/17/1981 12:00:00 AM","5/4/1994 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region III","Rural"
"00613","Camden County","00613","Medically Underserved Area","56.20","GA","Designated","11/1/1978 12:00:00 AM","11/1/1978 12:00:00 AM","","Medically Underserved Area","","","","","","","","","Region IV","Rural"
